ensembl_id,gene_length_bp
ENSG00000196843,3565
ENSG00000196844,1657
ENSG00000196850,7617
ENSG00000196859,1936
ENSG00000196860,620
ENSG00000196862,5504
ENSG00000196865,11223
ENSG00000196866,393
ENSG00000196867,6964
ENSG00000196872,4705
ENSG00000196873,5644
ENSG00000196876,12457
ENSG00000196878,4688
ENSG00000196890,452
ENSG00000196900,476
ENSG00000196911,5556
ENSG00000196914,23687
ENSG00000196917,4878
ENSG00000196923,4407
ENSG00000196924,10585
ENSG00000196932,6907
ENSG00000196934,5784
ENSG00000196935,12253
ENSG00000196936,939
ENSG00000196937,3422
ENSG00000196943,6033
ENSG00000196944,1047
ENSG00000196946,3720
ENSG00000196950,6917
ENSG00000196954,7256
ENSG00000196961,8746
ENSG00000196963,4814
ENSG00000196966,462
ENSG00000196967,8687
ENSG00000196968,4885
ENSG00000196975,9946
ENSG00000196976,1253
ENSG00000196979,3258
ENSG00000196981,4168
ENSG00000196987,1391
ENSG00000196990,811
ENSG00000196993,2189
ENSG00000196998,4981
ENSG00000197006,7035
ENSG00000197008,2845
ENSG00000197013,5019
ENSG00000197016,9649
ENSG00000197019,2114
ENSG00000197020,6609
ENSG00000197021,2509
ENSG00000197024,6394
ENSG00000197037,7094
ENSG00000197043,5427
ENSG00000197044,4748
ENSG00000197045,7966
ENSG00000197046,3598
ENSG00000197050,4023
ENSG00000197054,3044
ENSG00000197056,4828
ENSG00000197057,5618
ENSG00000197061,415
ENSG00000197063,5220
ENSG00000197070,3821
ENSG00000197077,15818
ENSG00000197079,1778
ENSG00000197081,9958
ENSG00000197084,695
ENSG00000197093,3397
ENSG00000197102,15826
ENSG00000197106,6644
ENSG00000197110,656
ENSG00000197111,8400
ENSG00000197114,3335
ENSG00000197119,7451
ENSG00000197121,12761
ENSG00000197122,6531
ENSG00000197123,1567
ENSG00000197124,4968
ENSG00000197125,1033
ENSG00000197128,6096
ENSG00000197134,5029
ENSG00000197136,7972
ENSG00000197140,10044
ENSG00000197142,4318
ENSG00000197147,8074
ENSG00000197150,9339
ENSG00000197153,842
ENSG00000197157,6500
ENSG00000197162,4340
ENSG00000197165,2275
ENSG00000197168,3612
ENSG00000197170,5364
ENSG00000197172,1863
ENSG00000197177,6503
ENSG00000197181,5751
ENSG00000197182,5728
ENSG00000197183,9448
ENSG00000197191,1297
ENSG00000197208,2688
ENSG00000197213,2059
ENSG00000197217,7064
ENSG00000197223,3581
ENSG00000197226,11473
ENSG00000197233,942
ENSG00000197238,374
ENSG00000197241,1539
ENSG00000197245,1524
ENSG00000197249,4902
ENSG00000197256,7657
ENSG00000197261,3186
ENSG00000197262,2054
ENSG00000197263,1051
ENSG00000197265,2595
ENSG00000197272,1270
ENSG00000197273,569
ENSG00000197275,5313
ENSG00000197279,2107
ENSG00000197283,7013
ENSG00000197296,4597
ENSG00000197299,6015
ENSG00000197301,6033
ENSG00000197302,9816
ENSG00000197309,1030
ENSG00000197312,12136
ENSG00000197321,10341
ENSG00000197322,3997
ENSG00000197323,9574
ENSG00000197324,7112
ENSG00000197329,4125
ENSG00000197343,8401
ENSG00000197345,2825
ENSG00000197353,594
ENSG00000197355,5283
ENSG00000197360,3291
ENSG00000197361,1730
ENSG00000197362,3594
ENSG00000197363,5308
ENSG00000197364,339
ENSG00000197372,6785
ENSG00000197375,12788
ENSG00000197376,3097
ENSG00000197380,5361
ENSG00000197381,10015
ENSG00000197385,3263
ENSG00000197386,18118
ENSG00000197403,1027
ENSG00000197405,2951
ENSG00000197406,2102
ENSG00000197408,3589
ENSG00000197409,865
ENSG00000197410,14564
ENSG00000197414,3822
ENSG00000197415,6554
ENSG00000197416,613
ENSG00000197417,3838
ENSG00000197428,1124
ENSG00000197429,3705
ENSG00000197430,3772
ENSG00000197437,1046
ENSG00000197442,5304
ENSG00000197444,5724
ENSG00000197445,1308
ENSG00000197446,2994
ENSG00000197448,4228
ENSG00000197451,2144
ENSG00000197454,939
ENSG00000197457,2449
ENSG00000197459,425
ENSG00000197461,4151
ENSG00000197465,2004
ENSG00000197467,5844
ENSG00000197471,7372
ENSG00000197472,3756
ENSG00000197479,3436
ENSG00000197483,3847
ENSG00000197487,938
ENSG00000197496,4822
ENSG00000197497,5808
ENSG00000197498,3922
ENSG00000197502,60
ENSG00000197506,5137
ENSG00000197520,2601
ENSG00000197530,8767
ENSG00000197532,978
ENSG00000197535,13007
ENSG00000197536,4475
ENSG00000197540,940
ENSG00000197548,8833
ENSG00000197555,12412
ENSG00000197557,5975
ENSG00000197561,1023
ENSG00000197562,4180
ENSG00000197563,6796
ENSG00000197565,9942
ENSG00000197566,5090
ENSG00000197568,1222
ENSG00000197576,1747
ENSG00000197579,4098
ENSG00000197580,6789
ENSG00000197584,3585
ENSG00000197586,5327
ENSG00000197587,2896
ENSG00000197591,1056
ENSG00000197594,8294
ENSG00000197595,2241
ENSG00000197599,2726
ENSG00000197601,7501
ENSG00000197603,15146
ENSG00000197604,1730
ENSG00000197608,4277
ENSG00000197614,3876
ENSG00000197616,6493
ENSG00000197619,4871
ENSG00000197620,4104
ENSG00000197622,4184
ENSG00000197629,4442
ENSG00000197632,2748
ENSG00000197635,5009
ENSG00000197641,4535
ENSG00000197646,2418
ENSG00000197647,3079
ENSG00000197651,3243
ENSG00000197653,16432
ENSG00000197658,2489
ENSG00000197665,1452
ENSG00000197681,5683
ENSG00000197683,1156
ENSG00000197694,11007
ENSG00000197696,1022
ENSG00000197697,497
ENSG00000197701,3930
ENSG00000197702,8307
ENSG00000197705,4992
ENSG00000197706,1105
ENSG00000197712,4871
ENSG00000197713,2841
ENSG00000197714,3505
ENSG00000197721,2768
ENSG00000197723,616
ENSG00000197724,5569
ENSG00000197728,1600
ENSG00000197734,704
ENSG00000197745,434
ENSG00000197746,3224
ENSG00000197747,1543
ENSG00000197748,7184
ENSG00000197753,2961
ENSG00000197756,5958
ENSG00000197757,3540
ENSG00000197763,3809
ENSG00000197766,1235
ENSG00000197768,1206
ENSG00000197769,1182
ENSG00000197771,5944
ENSG00000197774,6972
ENSG00000197775,1257
ENSG00000197776,3006
ENSG00000197779,8443
ENSG00000197780,1400
ENSG00000197782,7957
ENSG00000197785,3069
ENSG00000197786,946
ENSG00000197790,954
ENSG00000197798,3846
ENSG00000197808,4195
ENSG00000197816,16070
ENSG00000197818,6957
ENSG00000197822,6761
ENSG00000197826,4476
ENSG00000197837,2578
ENSG00000197838,1739
ENSG00000197841,3760
ENSG00000197846,1195
ENSG00000197851,2707
ENSG00000197852,9199
ENSG00000197857,6460
ENSG00000197858,3269
ENSG00000197859,4677
ENSG00000197860,5748
ENSG00000197863,3851
ENSG00000197870,1387
ENSG00000197872,5448
ENSG00000197879,8152
ENSG00000197880,2142
ENSG00000197885,3469
ENSG00000197887,980
ENSG00000197888,2077
ENSG00000197889,1407
ENSG00000197891,3375
ENSG00000197892,11112
ENSG00000197893,5721
ENSG00000197894,4863
ENSG00000197901,2407
ENSG00000197903,820
ENSG00000197905,2272
ENSG00000197910,499
ENSG00000197912,10035
ENSG00000197914,354
ENSG00000197915,9623
ENSG00000197919,876
ENSG00000197921,1306
ENSG00000197927,2354
ENSG00000197928,14542
ENSG00000197930,7548
ENSG00000197932,1701
ENSG00000197933,2459
ENSG00000197935,3176
ENSG00000197937,5364
ENSG00000197938,945
ENSG00000197943,9017
ENSG00000197948,6073
ENSG00000197951,6170
ENSG00000197953,5071
ENSG00000197956,971
ENSG00000197958,2452
ENSG00000197959,11346
ENSG00000197961,4283
ENSG00000197965,7069
ENSG00000197969,20196
ENSG00000197971,18615
ENSG00000197976,4075
ENSG00000197977,3997
ENSG00000197978,4356
ENSG00000197980,5581
ENSG00000197982,2231
ENSG00000197991,7053
ENSG00000197992,2793
ENSG00000197993,3923
ENSG00000198000,8056
ENSG00000198001,5629
ENSG00000198003,2681
ENSG00000198010,10805
ENSG00000198015,3949
ENSG00000198018,3657
ENSG00000198019,1392
ENSG00000198021,691
ENSG00000198026,7543
ENSG00000198028,2836
ENSG00000198033,1551
ENSG00000198034,2982
ENSG00000198035,2736
ENSG00000198039,8652
ENSG00000198040,9515
ENSG00000198042,4846
ENSG00000198046,9129
ENSG00000198049,2237
ENSG00000198053,4032
ENSG00000198054,1472
ENSG00000198055,4355
ENSG00000198056,2437
ENSG00000198060,4632
ENSG00000198062,2184
ENSG00000198064,4457
ENSG00000198074,1744
ENSG00000198075,2898
ENSG00000198077,2583
ENSG00000198081,4120
ENSG00000198082,517
ENSG00000198083,981
ENSG00000198087,6751
ENSG00000198088,1874
ENSG00000198089,12038
ENSG00000198090,1055
ENSG00000198092,2088
ENSG00000198093,4365
ENSG00000198099,2453
ENSG00000198104,927
ENSG00000198105,6464
ENSG00000198108,3938
ENSG00000198113,4148
ENSG00000198121,4095
ENSG00000198125,3020
ENSG00000198128,939
ENSG00000198129,389
ENSG00000198130,7438
ENSG00000198131,6953
ENSG00000198133,6377
ENSG00000198142,4653
ENSG00000198146,5439
ENSG00000198150,1808
ENSG00000198156,2135
ENSG00000198157,2416
ENSG00000198160,8273
ENSG00000198161,785
ENSG00000198162,9667
ENSG00000198168,5263
ENSG00000198169,4931
ENSG00000198171,1832
ENSG00000198173,3308
ENSG00000198176,3767
ENSG00000198178,1551
ENSG00000198182,4740
ENSG00000198183,1079
ENSG00000198185,5286
ENSG00000198189,2435
ENSG00000198198,17331
ENSG00000198203,8399
ENSG00000198205,5204
ENSG00000198208,7617
ENSG00000198211,2776
ENSG00000198216,17878
ENSG00000198218,5499
ENSG00000198223,3830
ENSG00000198225,1579
ENSG00000198231,8521
ENSG00000198242,2824
ENSG00000198246,2684
ENSG00000198250,3098
ENSG00000198252,4978
ENSG00000198258,1931
ENSG00000198265,15677
ENSG00000198270,5393
ENSG00000198271,877
ENSG00000198276,3105
ENSG00000198283,931
ENSG00000198286,4707
ENSG00000198298,2397
ENSG00000198300,9284
ENSG00000198301,3491
ENSG00000198307,517
ENSG00000198315,7565
ENSG00000198324,3361
ENSG00000198326,4235
ENSG00000198327,416
ENSG00000198331,2999
ENSG00000198336,1636
ENSG00000198339,1343
ENSG00000198342,3147
ENSG00000198346,6285
ENSG00000198353,2724
ENSG00000198354,1673
ENSG00000198355,2461
ENSG00000198356,1652
ENSG00000198363,13632
ENSG00000198366,469
ENSG00000198369,5154
ENSG00000198373,9053
ENSG00000198374,573
ENSG00000198380,8858
ENSG00000198382,6352
ENSG00000198390,745
ENSG00000198393,6006
ENSG00000198398,1448
ENSG00000198399,12014
ENSG00000198400,4356
ENSG00000198408,7602
ENSG00000198417,1889
ENSG00000198420,6310
ENSG00000198429,2931
ENSG00000198431,6686
ENSG00000198435,2621
ENSG00000198440,8060
ENSG00000198443,1241
ENSG00000198444,1701
ENSG00000198445,2034
ENSG00000198453,9322
ENSG00000198454,978
ENSG00000198455,5638
ENSG00000198464,4836
ENSG00000198466,7350
ENSG00000198467,4047
ENSG00000198471,1346
ENSG00000198477,5733
ENSG00000198478,4649
ENSG00000198482,5008
ENSG00000198483,3342
ENSG00000198488,2762
ENSG00000198492,3859
ENSG00000198498,3513
ENSG00000198502,1260
ENSG00000198513,4375
ENSG00000198515,3581
ENSG00000198517,4458
ENSG00000198518,1409
ENSG00000198520,3166
ENSG00000198521,8648
ENSG00000198522,3746
ENSG00000198523,2001
ENSG00000198535,3445
ENSG00000198538,5974
ENSG00000198542,3990
ENSG00000198546,3265
ENSG00000198551,3827
ENSG00000198553,1625
ENSG00000198554,6385
ENSG00000198556,6683
ENSG00000198558,364
ENSG00000198561,8833
ENSG00000198563,7162
ENSG00000198569,2303
ENSG00000198570,4266
ENSG00000198573,387
ENSG00000198574,2797
ENSG00000198576,3991
ENSG00000198580,1456
ENSG00000198585,7038
ENSG00000198586,9405
ENSG00000198589,15018
ENSG00000198590,3072
ENSG00000198597,8631
ENSG00000198598,4003
ENSG00000198601,1044
ENSG00000198604,7725
ENSG00000198610,1914
ENSG00000198612,4743
ENSG00000198624,4993
ENSG00000198625,11385
ENSG00000198626,17799
ENSG00000198633,3279
ENSG00000198642,5710
ENSG00000198643,1640
ENSG00000198646,10529
ENSG00000198648,4247
ENSG00000198650,5407
ENSG00000198657,983
ENSG00000198663,7340
ENSG00000198668,7705
ENSG00000198670,6490
ENSG00000198673,9255
ENSG00000198674,999
ENSG00000198677,8092
ENSG00000198680,2461
ENSG00000198681,1708
ENSG00000198682,4116
ENSG00000198685,2697
ENSG00000198689,4710
ENSG00000198690,6194
ENSG00000198691,8669
ENSG00000198692,4074
ENSG00000198695,525
ENSG00000198700,11915
ENSG00000198704,2018
ENSG00000198707,10386
ENSG00000198711,1027
ENSG00000198712,684
ENSG00000198715,3224
ENSG00000198718,10274
ENSG00000198719,3174
ENSG00000198720,3971
ENSG00000198721,4579
ENSG00000198722,6592
ENSG00000198723,2912
ENSG00000198727,1141
ENSG00000198728,2790
ENSG00000198729,2152
ENSG00000198730,5562
ENSG00000198732,4369
ENSG00000198734,7158
ENSG00000198736,2157
ENSG00000198739,4650
ENSG00000198740,8810
ENSG00000198742,6276
ENSG00000198743,11574
ENSG00000198746,2225
ENSG00000198750,1370
ENSG00000198752,7958
ENSG00000198753,7128
ENSG00000198754,1826
ENSG00000198755,1501
ENSG00000198756,7339
ENSG00000198758,3453
ENSG00000198759,2607
ENSG00000198763,1042
ENSG00000198765,4338
ENSG00000198768,3942
ENSG00000198771,5718
ENSG00000198774,1826
ENSG00000198780,6860
ENSG00000198783,1657
ENSG00000198785,8121
ENSG00000198786,1812
ENSG00000198788,8693
ENSG00000198791,6679
ENSG00000198792,5014
ENSG00000198793,12119
ENSG00000198794,4874
ENSG00000198795,6223
ENSG00000198796,9431
ENSG00000198797,3953
ENSG00000198798,2303
ENSG00000198799,12456
ENSG00000198804,1542
ENSG00000198805,4139
ENSG00000198807,6035
ENSG00000198812,2592
ENSG00000198814,4511
ENSG00000198815,6893
ENSG00000198816,2072
ENSG00000198818,3104
ENSG00000198821,4034
ENSG00000198822,4474
ENSG00000198824,4167
ENSG00000198825,6184
ENSG00000198826,6428
ENSG00000198829,4179
ENSG00000198830,2509
ENSG00000198832,3187
ENSG00000198833,4290
ENSG00000198835,2243
ENSG00000198836,8448
ENSG00000198837,7584
ENSG00000198838,16041
ENSG00000198839,4014
ENSG00000198840,346
ENSG00000198841,1714
ENSG00000198842,4304
ENSG00000198843,4105
ENSG00000198844,5291
ENSG00000198846,4131
ENSG00000198848,2937
ENSG00000198851,2844
ENSG00000198853,5682
ENSG00000198854,908
ENSG00000198855,4267
ENSG00000198856,1617
ENSG00000198858,2961
ENSG00000198860,2443
ENSG00000198862,8869
ENSG00000198863,4757
ENSG00000198865,3431
ENSG00000198870,5518
ENSG00000198873,2949
ENSG00000198874,3885
ENSG00000198876,4390
ENSG00000198877,945
ENSG00000198879,9955
ENSG00000198881,1289
ENSG00000198883,3439
ENSG00000198885,2495
ENSG00000198886,1378
ENSG00000198887,6539
ENSG00000198888,956
ENSG00000198889,3379
ENSG00000198890,2650
ENSG00000198892,1746
ENSG00000198894,5300
ENSG00000198898,8386
ENSG00000198899,681
ENSG00000198900,3738
ENSG00000198901,5523
ENSG00000198908,5518
ENSG00000198909,6107
ENSG00000198910,7443
ENSG00000198911,7531
ENSG00000198912,4388
ENSG00000198914,4961
ENSG00000198915,6073
ENSG00000198917,4593
ENSG00000198918,2141
ENSG00000198919,6972
ENSG00000198920,6299
ENSG00000198924,4596
ENSG00000198925,8136
ENSG00000198929,8449
ENSG00000198930,1092
ENSG00000198931,1803
ENSG00000198932,6340
ENSG00000198933,4280
ENSG00000198934,3699
ENSG00000198937,619
ENSG00000198938,784
ENSG00000198939,2763
ENSG00000198944,3456
ENSG00000198945,5111
ENSG00000198946,1217
ENSG00000198947,18178
ENSG00000198948,8741
ENSG00000198951,3706
ENSG00000198952,5308
ENSG00000198954,2699
ENSG00000198959,6962
ENSG00000198960,2487
ENSG00000198961,5222
ENSG00000198963,9591
ENSG00000198964,6338
ENSG00000198965,1008
ENSG00000198967,942
ENSG00000203286,312
ENSG00000203301,2261
ENSG00000203326,7193
ENSG00000203392,2422
ENSG00000203443,198
ENSG00000203485,6497
ENSG00000203546,4422
ENSG00000203618,1553
ENSG00000203630,1328
ENSG00000203661,1014
ENSG00000203663,1134
ENSG00000203666,8605
ENSG00000203667,4864
ENSG00000203668,7078
ENSG00000203684,641
ENSG00000203685,7791
ENSG00000203690,7695
ENSG00000203691,1637
ENSG00000203697,5184
ENSG00000203705,3788
ENSG00000203710,12164
ENSG00000203711,857
ENSG00000203722,1486
ENSG00000203724,611
ENSG00000203727,6320
ENSG00000203730,2500
ENSG00000203733,916
ENSG00000203734,4615
ENSG00000203737,1472
ENSG00000203740,1204
ENSG00000203747,2977
ENSG00000203756,670
ENSG00000203757,996
ENSG00000203760,795
ENSG00000203772,3269
ENSG00000203778,2543
ENSG00000203780,4178
ENSG00000203782,1230
ENSG00000203783,1229
ENSG00000203784,523
ENSG00000203785,734
ENSG00000203786,2523
ENSG00000203791,4225
ENSG00000203795,596
ENSG00000203797,2130
ENSG00000203804,490
ENSG00000203805,2534
ENSG00000203811,1656
ENSG00000203812,549
ENSG00000203813,473
ENSG00000203814,2201
ENSG00000203815,632
ENSG00000203817,1512
ENSG00000203818,412
ENSG00000203827,3830
ENSG00000203832,16242
ENSG00000203836,7196
ENSG00000203837,2354
ENSG00000203852,1656
ENSG00000203857,2447
ENSG00000203859,2336
ENSG00000203863,2440
ENSG00000203864,386
ENSG00000203867,8162
ENSG00000203870,1225
ENSG00000203871,1568
ENSG00000203872,2884
ENSG00000203876,1663
ENSG00000203877,767
ENSG00000203879,5249
ENSG00000203880,6611
ENSG00000203883,1723
ENSG00000203896,2653
ENSG00000203902,1609
ENSG00000203907,1467
ENSG00000203908,1018
ENSG00000203909,679
ENSG00000203910,1061
ENSG00000203923,1276
ENSG00000203924,1377
ENSG00000203926,691
ENSG00000203930,3008
ENSG00000203933,1281
ENSG00000203942,1241
ENSG00000203943,3589
ENSG00000203950,1265
ENSG00000203952,1790
ENSG00000203963,5022
ENSG00000203965,5704
ENSG00000203970,518
ENSG00000203972,1124
ENSG00000203985,932
ENSG00000203989,1690
ENSG00000203993,1841
ENSG00000203995,4694
ENSG00000204001,2945
ENSG00000204003,2651
ENSG00000204006,1095
ENSG00000204007,1526
ENSG00000204010,1972
ENSG00000204019,548
ENSG00000204020,1197
ENSG00000204021,1230
ENSG00000204022,4528
ENSG00000204033,3174
ENSG00000204038,3930
ENSG00000204049,1922
ENSG00000204052,2121
ENSG00000204060,2398
ENSG00000204065,1168
ENSG00000204070,6117
ENSG00000204071,1375
ENSG00000204084,9099
ENSG00000204086,1540
ENSG00000204099,4818
ENSG00000204103,3393
ENSG00000204104,4638
ENSG00000204116,6939
ENSG00000204118,2044
ENSG00000204120,13434
ENSG00000204128,3851
ENSG00000204130,8137
ENSG00000204131,5001
ENSG00000204138,7165
ENSG00000204140,790
ENSG00000204147,4309
ENSG00000204149,2772
ENSG00000204152,794
ENSG00000204160,5436
ENSG00000204161,4120
ENSG00000204165,1128
ENSG00000204169,2420
ENSG00000204172,5971
ENSG00000204174,1956
ENSG00000204175,7985
ENSG00000204176,7158
ENSG00000204178,3940
ENSG00000204179,4506
ENSG00000204183,1734
ENSG00000204186,10282
ENSG00000204188,960
ENSG00000204193,2096
ENSG00000204195,1434
ENSG00000204209,3662
ENSG00000204217,11893
ENSG00000204219,3515
ENSG00000204220,2952
ENSG00000204227,1818
ENSG00000204228,1171
ENSG00000204231,4007
ENSG00000204237,1600
ENSG00000204246,1108
ENSG00000204248,6740
ENSG00000204252,4012
ENSG00000204256,7337
ENSG00000204257,2534
ENSG00000204262,7156
ENSG00000204264,2006
ENSG00000204267,6385
ENSG00000204271,2222
ENSG00000204278,2602
ENSG00000204279,756
ENSG00000204283,3551
ENSG00000204287,1280
ENSG00000204290,1513
ENSG00000204291,6637
ENSG00000204293,968
ENSG00000204296,2457
ENSG00000204300,1107
ENSG00000204301,9748
ENSG00000204304,4350
ENSG00000204305,2077
ENSG00000204306,125
ENSG00000204308,2043
ENSG00000204310,3631
ENSG00000204311,2457
ENSG00000204314,4261
ENSG00000204315,1345
ENSG00000204316,4177
ENSG00000204323,5117
ENSG00000204334,601
ENSG00000204335,2060
ENSG00000204344,3954
ENSG00000204345,1303
ENSG00000204347,1805
ENSG00000204348,2483
ENSG00000204351,5565
ENSG00000204352,1154
ENSG00000204356,2719
ENSG00000204361,3126
ENSG00000204363,1316
ENSG00000204365,2149
ENSG00000204366,1875
ENSG00000204370,2126
ENSG00000204371,7289
ENSG00000204375,1079
ENSG00000204376,1079
ENSG00000204377,252
ENSG00000204379,1079
ENSG00000204381,2938
ENSG00000204382,1422
ENSG00000204385,3369
ENSG00000204386,4822
ENSG00000204387,1795
ENSG00000204388,2520
ENSG00000204389,2433
ENSG00000204390,2624
ENSG00000204392,1077
ENSG00000204393,846
ENSG00000204394,6081
ENSG00000204396,3703
ENSG00000204397,1688
ENSG00000204398,2130
ENSG00000204403,1786
ENSG00000204406,12933
ENSG00000204410,7305
ENSG00000204414,1817
ENSG00000204420,2937
ENSG00000204421,1103
ENSG00000204422,2332
ENSG00000204424,1289
ENSG00000204427,4153
ENSG00000204428,2621
ENSG00000204435,2933
ENSG00000204438,3528
ENSG00000204439,2475
ENSG00000204442,3478
ENSG00000204444,1660
ENSG00000204446,3239
ENSG00000204449,2766
ENSG00000204463,5310
ENSG00000204464,559
ENSG00000204469,9115
ENSG00000204472,1276
ENSG00000204475,1212
ENSG00000204478,1597
ENSG00000204479,1578
ENSG00000204480,2123
ENSG00000204481,2523
ENSG00000204482,2281
ENSG00000204486,1597
ENSG00000204488,1587
ENSG00000204491,1440
ENSG00000204495,2164
ENSG00000204498,1779
ENSG00000204501,1863
ENSG00000204502,1855
ENSG00000204503,2104
ENSG00000204508,1446
ENSG00000204510,1844
ENSG00000204511,955
ENSG00000204513,1839
ENSG00000204514,12600
ENSG00000204516,2854
ENSG00000204518,1575
ENSG00000204519,4709
ENSG00000204520,1386
ENSG00000204524,2543
ENSG00000204525,2507
ENSG00000204531,2876
ENSG00000204532,1892
ENSG00000204533,717
ENSG00000204536,5086
ENSG00000204538,1150
ENSG00000204539,2552
ENSG00000204540,5781
ENSG00000204542,1140
ENSG00000204544,3793
ENSG00000204548,630
ENSG00000204560,4008
ENSG00000204564,2118
ENSG00000204566,664
ENSG00000204568,1888
ENSG00000204569,5215
ENSG00000204571,1401
ENSG00000204572,1130
ENSG00000204574,4523
ENSG00000204576,4281
ENSG00000204577,4096
ENSG00000204580,9122
ENSG00000204590,8646
ENSG00000204592,2975
ENSG00000204595,648
ENSG00000204599,4249
ENSG00000204604,5281
ENSG00000204610,2498
ENSG00000204611,4891
ENSG00000204612,1299
ENSG00000204613,3546
ENSG00000204614,2495
ENSG00000204616,3535
ENSG00000204618,2206
ENSG00000204619,2538
ENSG00000204620,1794
ENSG00000204624,6146
ENSG00000204628,6333
ENSG00000204632,1763
ENSG00000204634,6030
ENSG00000204640,485
ENSG00000204642,4685
ENSG00000204644,2131
ENSG00000204645,1322
ENSG00000204653,1653
ENSG00000204655,3196
ENSG00000204657,1063
ENSG00000204659,785
ENSG00000204661,3284
ENSG00000204669,1659
ENSG00000204671,904
ENSG00000204673,5732
ENSG00000204677,4285
ENSG00000204681,8470
ENSG00000204682,3801
ENSG00000204683,614
ENSG00000204687,1265
ENSG00000204688,3709
ENSG00000204694,2864
ENSG00000204695,1117
ENSG00000204700,1041
ENSG00000204701,936
ENSG00000204702,1273
ENSG00000204703,1106
ENSG00000204704,1028
ENSG00000204709,466
ENSG00000204710,991
ENSG00000204711,1279
ENSG00000204713,7986
ENSG00000204740,5540
ENSG00000204752,1825
ENSG00000204764,10965
ENSG00000204767,2999
ENSG00000204775,1969
ENSG00000204779,3109
ENSG00000204788,2018
ENSG00000204790,13595
ENSG00000204793,2725
ENSG00000204807,1338
ENSG00000204814,997
ENSG00000204822,1344
ENSG00000204828,3109
ENSG00000204839,4408
ENSG00000204842,13934
ENSG00000204843,10439
ENSG00000204848,4226
ENSG00000204849,4321
ENSG00000204850,1991
ENSG00000204851,5506
ENSG00000204852,9605
ENSG00000204856,2753
ENSG00000204859,4503
ENSG00000204866,2426
ENSG00000204869,3725
ENSG00000204873,991
ENSG00000204876,2536
ENSG00000204880,1161
ENSG00000204882,1515
ENSG00000204887,408
ENSG00000204889,2225
ENSG00000204897,1670
ENSG00000204899,2299
ENSG00000204904,521
ENSG00000204909,841
ENSG00000204913,891
ENSG00000204918,1847
ENSG00000204919,1847
ENSG00000204920,3436
ENSG00000204922,2398
ENSG00000204923,5666
ENSG00000204928,747
ENSG00000204930,3941
ENSG00000204941,4678
ENSG00000204946,7170
ENSG00000204947,3687
ENSG00000204950,2211
ENSG00000204952,2302
ENSG00000204954,3096
ENSG00000204956,4653
ENSG00000204957,2199
ENSG00000204960,2456
ENSG00000204961,9563
ENSG00000204962,5311
ENSG00000204963,5236
ENSG00000204965,5456
ENSG00000204967,5377
ENSG00000204969,6047
ENSG00000204970,5437
ENSG00000204977,8080
ENSG00000204978,946
ENSG00000204979,1289
ENSG00000204983,1872
ENSG00000204991,7975
ENSG00000205002,2412
ENSG00000205018,1812
ENSG00000205020,1426
ENSG00000205021,1469
ENSG00000205022,1387
ENSG00000205029,987
ENSG00000205030,936
ENSG00000205038,13728
ENSG00000205045,4797
ENSG00000205047,6938
ENSG00000205057,686
ENSG00000205060,7109
ENSG00000205076,795
ENSG00000205078,1244
ENSG00000205081,3356
ENSG00000205084,3814
ENSG00000205085,2588
ENSG00000205086,4030
ENSG00000205089,2923
ENSG00000205090,752
ENSG00000205097,2103
ENSG00000205106,649
ENSG00000205108,4225
ENSG00000205111,2074
ENSG00000205116,492
ENSG00000205126,1867
ENSG00000205129,1375
ENSG00000205133,6724
ENSG00000205138,1131
ENSG00000205143,1411
ENSG00000205147,2028
ENSG00000205148,381
ENSG00000205155,1336
ENSG00000205174,435
ENSG00000205176,7032
ENSG00000205177,891
ENSG00000205186,497
ENSG00000205189,10216
ENSG00000205208,3730
ENSG00000205209,2990
ENSG00000205212,3436
ENSG00000205213,6340
ENSG00000205220,1853
ENSG00000205221,3710
ENSG00000205236,3569
ENSG00000205238,2072
ENSG00000205246,2636
ENSG00000205250,3582
ENSG00000205268,7425
ENSG00000205269,8426
ENSG00000205277,17130
ENSG00000205279,2105
ENSG00000205281,1808
ENSG00000205300,686
ENSG00000205301,5595
ENSG00000205302,4254
ENSG00000205307,833
ENSG00000205309,1961
ENSG00000205318,1176
ENSG00000205323,3396
ENSG00000205327,954
ENSG00000205328,1076
ENSG00000205329,936
ENSG00000205330,1063
ENSG00000205334,2860
ENSG00000205336,8319
ENSG00000205339,7245
ENSG00000205352,2897
ENSG00000205356,9096
ENSG00000205358,723
ENSG00000205359,2952
ENSG00000205362,396
ENSG00000205363,2204
ENSG00000205364,942
ENSG00000205403,3873
ENSG00000205409,982
ENSG00000205413,6852
ENSG00000205420,2928
ENSG00000205423,4178
ENSG00000205426,1929
ENSG00000205436,3480
ENSG00000205439,410
ENSG00000205441,1595
ENSG00000205442,1287
ENSG00000205445,1149
ENSG00000205456,2919
ENSG00000205457,4769
ENSG00000205464,7185
ENSG00000205476,6363
ENSG00000205495,936
ENSG00000205496,942
ENSG00000205497,1002
ENSG00000205502,1579
ENSG00000205517,4359
ENSG00000205531,5194
ENSG00000205542,1705
ENSG00000205544,707
ENSG00000205549,454
ENSG00000205560,4488
ENSG00000205571,3088
ENSG00000205572,3051
ENSG00000205581,5102
ENSG00000205592,26268
ENSG00000205593,5935
ENSG00000205595,1647
ENSG00000205609,3136
ENSG00000205629,2606
ENSG00000205639,4438
ENSG00000205642,1174
